,engine,adequacy,fluency,rdf,lex,translation
337,google translate,5.0,5.0,['Alfredo_Zitarrosa | genre | Candombe'],The musical genre of Alfredo Zitarrosa is Candombe.,Hudební žánr Alfreda Zitarrosy je Candombe.
338,google translate,5.0,3.0,"['Alcobendas | isPartOf | Community_of_Madrid', 'Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas', 'ENAIRE | city | Madrid', 'Madrid | country | Spain', 'Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE']","ENAIRE, in the city of Madrid, is the operator of Adolfo Suarez Madrid-Barajas airport in Alcobendas, part of the community of Madrid in Spain.","ENAIRE ve městě Madrid je provozovatelem letiště Adolfa Suareze Madrid-Barajas v Alcobendas, části komunity Madrid ve Španělsku."
339,google translate,5.0,3.0,"['Alcobendas | isPartOf | Community_of_Madrid', 'Adolfo_Suárez_Madrid–Barajas_Airport | location | Alcobendas', 'ENAIRE | city | Madrid', 'Madrid | country | Spain', 'Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE']","Adolfo Suárez Madrid–Barajas Airport, is located in Alcobendas, Madrid, Spain. ENAIRE is based in the city and is the operating organization for the airport.","Letiště Adolfa Suáreze Madrid–Barajas se nachází v Alcobendas, Madrid, Španělsko. ENAIRE sídlí ve městě a je provozní organizací pro letiště."
340,google translate,5.0,4.0,"['United_States | ethnicGroup | African_Americans', 'United_States | leader | Barack_Obama', 'A_Wizard_of_Mars | language | English_language', 'English_language | spokenIn | Great_Britain', 'A_Wizard_of_Mars | country | United_States']",A Wizard of Mars originates from the United States where Barack Obama is the leader and African Americans are an ethnic Group. The book is written in English which is a language spoken in Great Britain.,"Čaroděj z Marsu pochází ze Spojených států, kde je Barack Obama vůdcem a Afroameričané jsou etnickou skupinou. Kniha je napsána v angličtině, což je jazyk používaný ve Velké Británii."
341,google translate,5.0,3.0,"['United_States | ethnicGroup | African_Americans', 'United_States | leader | Barack_Obama', 'A_Wizard_of_Mars | language | English_language', 'English_language | spokenIn | Great_Britain', 'A_Wizard_of_Mars | country | United_States']",A Wizard of Mars is written in English which is also a language spoken in Great Britain. The book originates from the United States where African Americans are one ethnic group and Barack Obama is the leader.,"Čaroděj z Marsu je napsán v angličtině, kterou se také mluví ve Velké Británii. Kniha pochází ze Spojených států, kde jsou Afroameričané jednou etnickou skupinou a Barack Obama je vůdcem."
342,google translate,5.0,5.0,"['Alex_Day | associatedBand/associatedMusicalArtist | Chameleon_Circuit_(band)', 'Alex_Day | genre | Electronic_music', 'Alex_Day | associatedBand/associatedMusicalArtist | Charlie_McDonnell']","Alex Day performs electronic music, plays with the band Chameleon Circuit and is associated with the musical artist, Charlie McDonnell.","Alex Day hraje elektronickou hudbu, hraje s kapelou Chameleon Circuit a je spojován s hudebním umělcem Charliem McDonnellem."
343,google translate,5.0,4.0,"['Alex_Day | associatedBand/associatedMusicalArtist | Chameleon_Circuit_(band)', 'Alex_Day | genre | Electronic_music', 'Alex_Day | associatedBand/associatedMusicalArtist | Charlie_McDonnell']","Electronic musician Alex Day is part of Chameleon Circuit and associated with artist, Charlie McDonnell.",Elektronický hudebník Alex Day je součástí Chameleon Circuit a je spojen s umělcem Charliem McDonnellem.
344,google translate,5.0,5.0,"['Alex_Day | associatedBand/associatedMusicalArtist | Chameleon_Circuit_(band)', 'Alex_Day | genre | Electronic_music', 'Alex_Day | associatedBand/associatedMusicalArtist | Charlie_McDonnell']","Alex Day, whose musical genre is Electronic music, plays with the band Chameleon Circuit and is associated with the musical artist Charlie McDonnell.","Alex Day, jehož hudebním žánrem je elektronická hudba, hraje s kapelou Chameleon Circuit a je spojován s hudebním umělcem Charliem McDonnellem."
345,google translate,5.0,5.0,"['Hypermarcas | product | Cosmetics', 'Hypermarcas | revenue | 1800000000']","Hypermarcas is a company which sells cosmetics; their revenue is $1,800,000,000.","Hypermarcas je společnost, která prodává kosmetiku; jejich příjem je 1 800 000 000 $."
346,google translate,5.0,5.0,"['Hypermarcas | product | Cosmetics', 'Hypermarcas | revenue | 1800000000']","Hypermarcas makes $1,800,000,000 a year, in part from its production of cosmetics products.","Hypermarcas vydělává 1 800 000 000 dolarů ročně, částečně z výroby kosmetických produktů."
347,google translate,5.0,5.0,"['Hypermarcas | product | Cosmetics', 'Hypermarcas | revenue | 1800000000']",Hypermarcas earns 1800000000 annually by selling cosmetics.,Hypermarcas vydělává 1800000000 ročně prodejem kosmetiky.
348,google translate,5.0,1.0,"['(410777)_2009_FD | discoverer | Spacewatch', '(410777)_2009_FD | periapsis | 88234300000.0', '(410777)_2009_FD | apoapsis | 259776702.47055 (kilometres)']","Discovered by Spacewatch, (410777) 2009 FD, has an apoapsis of 259776702.47055 kilometers, and an periapsis of, 88234300000.0.","Objeven Spacewatch, (410777) 2009 FD, má apoapsi 259776702,47055 kilometrů a periapsi 88234300000,0."
349,google translate,5.0,2.0,"['(410777)_2009_FD | discoverer | Spacewatch', '(410777)_2009_FD | periapsis | 88234300000.0', '(410777)_2009_FD | apoapsis | 259776702.47055 (kilometres)']","(410777) 2009 FD, with the periapsis of 88234300000.0 and an apoapsis of 259776702.47055 km, was discovered by Spacewatch.","(410777) 2009 FD, s periapsí 88234300000,0 a apoapsi 259776702,47055 km, byl objeven Spacewatch."
350,google translate,5.0,5.0,['United_States | ethnicGroup | Asian_Americans'],"One of the ethnic groups in the United States, is Asian Americans.",Jednou z etnických skupin ve Spojených státech jsou asijští Američané.
351,google translate,5.0,5.0,['United_States | ethnicGroup | Asian_Americans'],Asian Americans are an ethnic group in the U.S.,Asijští Američané jsou etnickou skupinou v USA.
352,google translate,5.0,5.0,['United_States | ethnicGroup | Asian_Americans'],The Asian Americans are an ethnic group of the United States.,Asijští Američané jsou etnickou skupinou Spojených států.
353,google translate,5.0,5.0,"['Abraham_A._Ribicoff | party | Democratic_Party_(United_States)', 'Abraham_A._Ribicoff | deathPlace | New_York_City', 'Abraham_A._Ribicoff | birthPlace | United_States', 'Abraham_A._Ribicoff | nationality | American', 'Abraham_A._Ribicoff | office | ""Governor of Connecticut""']",American Abraham A. Ribicoff was a member of the Democratic Party in the United States. He was the Governor of Connecticut and died in New York City.,Američan Abraham A. Ribicoff byl členem Demokratické strany ve Spojených státech. Byl guvernérem Connecticutu a zemřel v New Yorku.
354,google translate,5.0,5.0,"['Abraham_A._Ribicoff | party | Democratic_Party_(United_States)', 'Abraham_A._Ribicoff | deathPlace | New_York_City', 'Abraham_A._Ribicoff | birthPlace | United_States', 'Abraham_A._Ribicoff | nationality | American', 'Abraham_A._Ribicoff | office | ""Governor of Connecticut""']",Abraham A. Ribicoff was born in the U.S and was a United States national. He was a member of the United States Democratic party and served as the governor of Connecticut before he died in New York city.,"Abraham A. Ribicoff se narodil v USA a byl státním příslušníkem Spojených států. Byl členem Demokratické strany Spojených států a sloužil jako guvernér Connecticutu, než zemřel v New Yorku."
355,google translate,5.0,5.0,"['Abraham_A._Ribicoff | party | Democratic_Party_(United_States)', 'Abraham_A._Ribicoff | deathPlace | New_York_City', 'Abraham_A._Ribicoff | birthPlace | United_States', 'Abraham_A._Ribicoff | nationality | American', 'Abraham_A._Ribicoff | office | ""Governor of Connecticut""']","An American National, Abraham A Ribicoff was born in the United States and passed away in New York City. Abraham A. Ribicoff was a member of the Democratic Party in the United States and worked as Governor of Connecticut.",Americký občan Abraham A Ribicoff se narodil ve Spojených státech a zemřel v New Yorku. Abraham A. Ribicoff byl členem Demokratické strany ve Spojených státech a pracoval jako guvernér Connecticutu.
356,google translate,5.0,5.0,"['Addiction_(journal) | publisher | Wiley-Blackwell', 'Addiction_(journal) | issnNumber | ""0965-2140""', 'Addiction_(journal) | LCCN_number | 93645978', 'Addiction_(journal) | abbreviation | ""Addiction""']","Addiction journal (abbreviated to Addiction) is published by Wiley-Blackwell. It has the ISSN number 0965-2140, and the LCCN number 93645978.",Addiction journal (zkráceně Addiction) vydává Wiley-Blackwell. Má číslo ISSN 0965-2140 a číslo LCCN 93645978.
357,google translate,5.0,5.0,"['Addiction_(journal) | publisher | Wiley-Blackwell', 'Addiction_(journal) | issnNumber | ""0965-2140""', 'Addiction_(journal) | LCCN_number | 93645978', 'Addiction_(journal) | abbreviation | ""Addiction""']","Wiley-Blackwell is the publisher of Addiction (journal), known as Addiction, ISSN number of 0965-2140 and LCCN number 93645978.","Wiley-Blackwell je vydavatelem časopisu Addiction (žurnál), známého jako Addiction, číslo ISSN 0965-2140 a číslo LCCN 93645978."
358,google translate,,,"['Addiction_(journal) | publisher | Wiley-Blackwell', 'Addiction_(journal) | issnNumber | ""0965-2140""', 'Addiction_(journal) | LCCN_number | 93645978', 'Addiction_(journal) | abbreviation | ""Addiction""']",The Addiction journal (abbreviated to Addiction) was published by Wiley-Blackwell. It has an ISSN number of 0965-2140 and an LCCN number of 93645978.,Časopis Addiction (zkráceně Addiction) vydával Wiley-Blackwell. Má ISSN číslo 0965-2140 a LCCN číslo 93645978.
359,google translate,5.0,5.0,"['Athens_International_Airport | cityServed | Athens', 'Athens | country | Greece', 'Greece | language | Greek_language', 'Greece | leader | Nikos_Voutsis', 'Greece | leader | Prokopis_Pavlopoulos']",The Athens International Airport serves the city of Athens in Greece. The leaders of Greece are Nikos Voutsis and Prokopis Pavlopoulos. Greek is spoken in that country.,Aténské mezinárodní letiště obsluhuje město Atény v Řecku. Lídři Řecka jsou Nikos Voutsis a Prokopis Pavlopoulos. V této zemi se mluví řecky.
360,google translate,5.0,4.0,"['Athens_International_Airport | cityServed | Athens', 'Athens | country | Greece', 'Greece | language | Greek_language', 'Greece | leader | Nikos_Voutsis', 'Greece | leader | Prokopis_Pavlopoulos']","Athens International Airport serves the city of Athens, Greece. Two leaders there are Nikos Voutsis and Prokopis Pavlopoulos. Greek is the language of Greece.","Aténské mezinárodní letiště obsluhuje město Atény, Řecko. Dva vůdci jsou Nikos Voutsis a Prokopis Pavlopoulos. Řečtina je jazyk Řecka."
361,google translate,5.0,3.0,"['India | largestCity | Mumbai', 'AWH_Engineering_College | country | India', 'AWH_Engineering_College | state | Kerala', 'AWH_Engineering_College | city | ""Kuttikkattoor""']","The AWH Engineering College is located in Kuttikkattoor, Kerala, India. Mumbai is the largest city in India.","AWH Engineering College se nachází v Kuttikkattoor, Kerala, Indie. Bombaj je největší město v Indii."
362,google translate,5.0,5.0,"['India | largestCity | Mumbai', 'AWH_Engineering_College | country | India', 'AWH_Engineering_College | state | Kerala', 'AWH_Engineering_College | city | ""Kuttikkattoor""']","The AWH Engineering College is located in the city of Kuttikkattoor in the state of Kerala, India. The largest city in India is Mumbai.",AWH Engineering College se nachází ve městě Kuttikkattoor ve státě Kerala v Indii. Největším městem Indie je Bombaj.
363,google translate,5.0,5.0,['Bandeja_paisa | ingredient | Fried_egg'],Fried egg is an ingredient of Bandeja paisa.,Sázené vejce je součástí Bandeja paisa.
364,google translate,5.0,3.0,['Bandeja_paisa | ingredient | Fried_egg'],Fried egg is one of the ingredients of Bandeja paisa.,Sázené vejce je jednou ze složek Bandeja paisa.
365,google translate,5.0,5.0,['Bandeja_paisa | ingredient | Fried_egg'],Fried egg is an ingredient in bandeja paisa.,Sázené vejce je součástí bandeja paisa.
366,google translate,5.0,5.0,['Andra_(singer) | genre | Dance-pop'],The musical genre of the singer Andra is dance pop.,Hudebním žánrem zpěvačky Andry je taneční pop.
367,google translate,5.0,5.0,['Andra_(singer) | genre | Dance-pop'],Andra is a singer and her music genre is Dance-pop.,Andra je zpěvačka a jejím hudebním žánrem je Dance-pop.
368,google translate,5.0,3.0,['Andra_(singer) | genre | Dance-pop'],Andra is a singer of Dance-pop music.,Andra je zpěvačka Dance-pop music.
369,google translate,,,"['Ardmore_Airport_(New_Zealand) | runwayLength | 597.0', 'Ardmore_Airport_(New_Zealand) | 3rdRunwaySurfaceType | Poaceae', 'Ardmore_Airport_(New_Zealand) | elevationAboveTheSeaLevel | 34.0', 'Ardmore_Airport_(New_Zealand) | runwayName | ""03L/21R""']",New Zealand's Adrmore Airport has a runway length of 597 metres and is 34 meters above sea level. Its 3rd runway surface is consists of Poaceae and its runway name is 03L/21R.,Novozélandské letiště Adrmore má délku přistávací dráhy 597 metrů a je ve výšce 34 metrů nad mořem. Jeho povrch 3. dráhy se skládá z Poaceae a její název dráhy je 03L/21R.
370,google translate,,,"['Ardmore_Airport_(New_Zealand) | runwayLength | 597.0', 'Ardmore_Airport_(New_Zealand) | 3rdRunwaySurfaceType | Poaceae', 'Ardmore_Airport_(New_Zealand) | elevationAboveTheSeaLevel | 34.0', 'Ardmore_Airport_(New_Zealand) | runwayName | ""03L/21R""']",Ardmore Airport (New Zealand) is 34 meters above sea level. Its 3rd runway has the surface type of poaceae and is 597.0 in length with the name 03L/21R.,"Letiště Ardmore (Nový Zéland) leží 34 metrů nad mořem. Jeho 3. dráha má povrchový typ poaceae a je dlouhá 597,0 s názvem 03L/21R."
371,google translate,,,"['Ardmore_Airport_(New_Zealand) | runwayLength | 597.0', 'Ardmore_Airport_(New_Zealand) | 3rdRunwaySurfaceType | Poaceae', 'Ardmore_Airport_(New_Zealand) | elevationAboveTheSeaLevel | 34.0', 'Ardmore_Airport_(New_Zealand) | runwayName | ""03L/21R""']",Ardmore Airport in New Zealand is 34 metres above sea level and has a 3rd runway made of poaceae. The runway name is 03L/21R and it has a length of 597.0.,"Letiště Ardmore na Novém Zélandu je 34 metrů nad mořem a má 3. přistávací dráhu vyrobenou z poaceae. Název dráhy je 03L/21R a má délku 597,0."
372,google translate,3.0,3.0,"['A.S._Gubbio_1910 | ground | Italy', 'A.S._Gubbio_1910 | numberOfMembers | 5300']",A.S. Gubbio 1910 has 5300 members and their ground is located in Italy.,TAK JAKO. Gubbio 1910 má 5300 členů a jejich základna se nachází v Itálii.
373,google translate,3.0,3.0,"['A.S._Gubbio_1910 | ground | Italy', 'A.S._Gubbio_1910 | numberOfMembers | 5300']",A.S. Gubbio 1910 in Italy has 5300 members.,TAK JAKO. Gubbio 1910 v Itálii má 5300 členů.
374,google translate,5.0,5.0,"['A.S._Gubbio_1910 | ground | Italy', 'A.S._Gubbio_1910 | numberOfMembers | 5300']","The ground of A.S. Gubbio 1910 is located in Italy, the team have 5300 members.","Pozemek A.S. Gubbio 1910 se nachází v Itálii, tým má 5300 členů."
375,google translate,5.0,3.0,"['A.C._Cesena | league | Serie_B', 'Serie_B | champions | Carpi_F.C._1909', 'A.C._Cesena | ground | Italy']",AC Cesena play in the Serie B league which has been won by Carpi F.C. 1909 in the past. Their ground is located in Italy.,"AC Cesena hraje v lize Serie B, kterou vyhrálo Carpi FC. 1909 v minulosti. Jejich pozemek se nachází v Itálii."
376,google translate,5.0,3.0,"['A.C._Cesena | league | Serie_B', 'Serie_B | champions | Carpi_F.C._1909', 'A.C._Cesena | ground | Italy']",A.C. Cesena's ground is located in Italy and they are part of the Serie B league which was previously won by Carpi FC 1909.,"Pozemek AC Cesena se nachází v Itálii a je součástí ligy Serie B, kterou dříve vyhrálo Carpi FC 1909."
377,google translate,5.0,5.0,"['A.C._Cesena | league | Serie_B', 'Serie_B | champions | Carpi_F.C._1909', 'A.C._Cesena | ground | Italy']","AC Cesena, whose ground is located in Italy, are in the Serie B league. Carpi FC 1909 are previous champions of Serie B.","AC Cesena, jejíž hřiště se nachází v Itálii, je v lize Serie B. Carpi FC 1909 jsou předchozí šampioni Serie B."
378,google translate,5.0,5.0,"['AZ_Alkmaar | manager | John_van_den_Brom', 'John_van_den_Brom | club | AFC_Ajax', 'John_van_den_Brom | club | Vitesse_Arnhem', 'AZ_Alkmaar | owner | Max_Huiberts']",John van den Brom is in Vitesse Arnhem and plays for AFC Ajax. He has also been manager for AZ Alkmaar which is owned by Max Huiberts.,"John van den Brom je ve Vitesse Arnhem a hraje za AFC Ajax. Byl také manažerem společnosti AZ Alkmaar, kterou vlastní Max Huiberts."
379,google translate,5.0,5.0,"['AZ_Alkmaar | manager | John_van_den_Brom', 'John_van_den_Brom | club | AFC_Ajax', 'John_van_den_Brom | club | Vitesse_Arnhem', 'AZ_Alkmaar | owner | Max_Huiberts']",John van den Brom plays for Vitesse Arnhem. He also plays for AFC Ajax and manages AZ Alkmaar which is owned by Max Huiberts.,"John van den Brom hraje za Vitesse Arnhem. Také hraje za AFC Ajax a spravuje AZ Alkmaar, který vlastní Max Huiberts."
380,google translate,5.0,5.0,"['AZ_Alkmaar | manager | John_van_den_Brom', 'John_van_den_Brom | club | AFC_Ajax', 'John_van_den_Brom | club | Vitesse_Arnhem', 'AZ_Alkmaar | owner | Max_Huiberts']","The manager of AZ Alkmaar, owned by Max Huiberts, is John van den Brom who plays for AFC Ajax and Vitesse Arnhem.","Manažerem AZ Alkmaar, který vlastní Max Huiberts, je John van den Brom, který hraje za AFC Ajax a Vitesse Arnhem."
381,google translate,5.0,5.0,['Aaron_Bertram | associatedBand/associatedMusicalArtist | Suburban_Legends'],Aaron Bertram plays for the Suburban Legends band.,Aaron Bertram hraje pro kapelu Suburban Legends.
382,google translate,5.0,5.0,"['Abraham_A._Ribicoff | spouse | Casey_Ribicoff', 'Abraham_A._Ribicoff | deathPlace | United_States', 'Abraham_A._Ribicoff | birthPlace | New_Britain,_Connecticut', 'Abraham_A._Ribicoff | nationality | American', 'United_States | ethnicGroup | African_Americans']","Abraham A Ribicoff was born in New Britain, Connecticut and died in his native land. He was married to Casey Ribicoff and African Americans are among the ethnic groups in the country.",Abraham A Ribicoff se narodil v Nové Británii v Connecticutu a zemřel ve své rodné zemi. Byl ženatý s Casey Ribicoff a Afroameričané patří mezi etnické skupiny v zemi.
383,google translate,5.0,3.0,"['Abraham_A._Ribicoff | spouse | Casey_Ribicoff', 'Abraham_A._Ribicoff | deathPlace | United_States', 'Abraham_A._Ribicoff | birthPlace | New_Britain,_Connecticut', 'Abraham_A._Ribicoff | nationality | American', 'United_States | ethnicGroup | African_Americans']","Abraham A Ribicoff is from the United States, born in New Britain, Connecticut. Casey Ribicoff was the spouse of Abraham A. Ribicoff, who died in the United States, the country where one of the ethnic groups is, African Americans.","Abraham A Ribicoff je ze Spojených států, narozen v New Britain, Connecticut. Casey Ribicoff byla manželkou Abrahama A. Ribicoffa, který zemřel ve Spojených státech, v zemi, kde je jedna z etnických skupin, Afroameričané."
384,google translate,5.0,2.0,"['Abraham_A._Ribicoff | spouse | Casey_Ribicoff', 'Abraham_A._Ribicoff | deathPlace | United_States', 'Abraham_A._Ribicoff | birthPlace | New_Britain,_Connecticut', 'Abraham_A._Ribicoff | nationality | American', 'United_States | ethnicGroup | African_Americans']","African Americans are an ethnic group of the United States, where one of the nationals is Abraham A. Ribicoff. He, born in New Britain, Connecticut, was married to Casey Ribicoff, and died in the United States.","Afroameričané jsou etnickou skupinou Spojených států, kde jedním z občanů je Abraham A. Ribicoff. Narodil se v New Britain, Connecticut, byl ženatý s Casey Ribicoff a zemřel ve Spojených státech."
385,google translate,5.0,3.0,"['Acharya_Institute_of_Technology | city | Bangalore', 'Acharya_Institute_of_Technology | established | 2000', 'Acharya_Institute_of_Technology | country | ""India""', 'Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""', 'Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University']","The Acharya Institute of Technology's campus in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090, India is affiliated to the Visvesvaraya Technological University. It was established in 2000.","Kampus Acharya Institute of Technology v Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090, Indie je přidružen k Technologické univerzitě Visvesvaraya. Byla založena v roce 2000."
386,google translate,5.0,5.0,"['Acharya_Institute_of_Technology | city | Bangalore', 'Acharya_Institute_of_Technology | established | 2000', 'Acharya_Institute_of_Technology | country | ""India""', 'Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""', 'Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University']","The Acharya Institute of Technology in India which is affiliated with the Visvesvaraya Technological University was established in 2000. The campus is located at In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.","Technologický institut Acharya v Indii, který je přidružen k Technologické univerzitě Visvesvaraya, byl založen v roce 2000. Kampus se nachází na adrese In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."
387,google translate,5.0,4.0,"['Acharya_Institute_of_Technology | city | Bangalore', 'Acharya_Institute_of_Technology | established | 2000', 'Acharya_Institute_of_Technology | country | ""India""', 'Acharya_Institute_of_Technology | campus | ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""', 'Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University']","The Acharya Institute of Technology was established in 2000. It is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, India. It is affiliated with the Visvesvaraya Technological University.","Acharya Institute of Technology byl založen v roce 2000. Nachází se v Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, Indie. Je přidružena k Technologické univerzitě Visvesvaraya."
388,google translate,5.0,4.0,"['Delta_II | launchSite | Cape_Canaveral_Air_Force_Station_Space_Launch_Complex_17', 'Delta_II | launchSite | Cape_Canaveral_Air_Force_Station', 'Antares_(rocket) | comparable | Delta_II', 'Delta_II | countryOrigin | United_States']","The Delta II, launched at Cape Canaveral Air Force Station Space Launch Complex 17, originates from the United States and is comparable to the Antares rocket.","Delta II, vypuštěná na Cape Canaveral Air Force Station Space Launch Complex 17, pochází ze Spojených států a je srovnatelná s raketou Antares."
389,google translate,5.0,4.0,"['Delta_II | launchSite | Cape_Canaveral_Air_Force_Station_Space_Launch_Complex_17', 'Delta_II | launchSite | Cape_Canaveral_Air_Force_Station', 'Antares_(rocket) | comparable | Delta_II', 'Delta_II | countryOrigin | United_States']",The Delta II was launched at the Cape Canaveral Air Force Station at Space Launch Complex 17. The Delta II is from the United States and the rocket Antares is comparable to it.,Delta II byla vypuštěna na Cape Canaveral Air Force Station na Space Launch Complex 17. Delta II je ze Spojených států a raketa Antares je s ní srovnatelná.
390,google translate,5.0,4.0,"['Delta_II | launchSite | Cape_Canaveral_Air_Force_Station_Space_Launch_Complex_17', 'Delta_II | launchSite | Cape_Canaveral_Air_Force_Station', 'Antares_(rocket) | comparable | Delta_II', 'Delta_II | countryOrigin | United_States']","The Delta II originated in the United States and was launched at the Cape Canaveral Air Force Station, at Cape Canaveral Air Force Station Space Launch Complex 17. The rocket Antares is comparable to Delta II.","Delta II vznikla ve Spojených státech a byla vypuštěna na Cape Canaveral Air Force Station, na Cape Canaveral Air Force Station Space Launch Complex 17. Raketa Antares je srovnatelná s Deltou II."
391,google translate,5.0,5.0,['ALV_X-1 | diameter | 1.524 (metres)'],The diameter of the ALV X-1 is 1.524 metres.,"Průměr ALV X-1 je 1,524 metru."
392,google translate,5.0,5.0,['ALV_X-1 | diameter | 1.524 (metres)'],The ALV X-1 has a diameter of 1.524 metres.,"ALV X-1 má průměr 1,524 metru."
393,google translate,5.0,5.0,['ALV_X-1 | diameter | 1.524 (metres)'],The ALV X-1 diameter is 1.524 metres.,"Průměr ALV X-1 je 1,524 metru."
394,google translate,5.0,5.0,"['Adam_McQuaid | birthPlace | Charlottetown', 'Adam_McQuaid | birthDate | 1986-10-12', 'Adam_McQuaid | weight | 94.8024 (kilograms)', 'Adam_McQuaid | birthYear | 1986']","Born in Charlottetown on Oct 12, 1986, Adam McQuaid weighs 94.8024 kilos.","Adam McQuaid se narodil v Charlottetownu 12. října 1986 a váží 94,8024 kilogramů."
395,google translate,5.0,5.0,"['Adam_McQuaid | birthPlace | Charlottetown', 'Adam_McQuaid | birthDate | 1986-10-12', 'Adam_McQuaid | weight | 94.8024 (kilograms)', 'Adam_McQuaid | birthYear | 1986']","Adam McQuaid was born on the 12th of October 1986, in Charlottetown He now weighs 94.8024 kilograms.","Adam McQuaid se narodil 12. října 1986 v Charlottetownu. Nyní váží 94,8024 kilogramů."
396,google translate,5.0,5.0,"['Adam_McQuaid | birthPlace | Charlottetown', 'Adam_McQuaid | birthDate | 1986-10-12', 'Adam_McQuaid | weight | 94.8024 (kilograms)', 'Adam_McQuaid | birthYear | 1986']",Adam McQuaid was born in Charlottetown on 12th October 1986 and wieghs 94.8024kg.,"Adam McQuaid se narodil v Charlottetownu 12. října 1986 a váží 94,8024 kg."
397,google translate,4.0,4.0,"['1_Decembrie_1918_University | latinName | ""Universitas Apulensis""', '1_Decembrie_1918_University | country | Romania']",The 1 Decembrie 1918 University of Romania has the latin name Universitas Apulensis.,Rumunská univerzita z 1. prosince 1918 má latinský název Universitas Apulensis.
398,google translate,5.0,3.0,"['1_Decembrie_1918_University | latinName | ""Universitas Apulensis""', '1_Decembrie_1918_University | country | Romania']",1 Decembrie 1918 University 's latin name is Universitas Apulensis and is located in Romania.,1. prosince 1918 Latinský název univerzity je Universitas Apulensis a nachází se v Rumunsku.
399,google translate,5.0,5.0,"['Trane | foundingDate | 1913-01-01', 'Trane | foundationPlace | La_Crosse,_Wisconsin', 'Trane | numberOfEmployees | 29000']","Trane was founded in 1913-01-01 in La Crosse, Wisconsin and now employs over 29000 people.",Společnost Trane byla založena v roce 1913-01-01 v La Crosse ve státě Wisconsin a nyní zaměstnává více než 29 000 lidí.
400,google translate,5.0,5.0,"['Trane | foundingDate | 1913-01-01', 'Trane | foundationPlace | La_Crosse,_Wisconsin', 'Trane | numberOfEmployees | 29000']","Trane has 29,000 employees and was founded in La Crosse, Wisconsin on 1913-01-01.",Společnost Trane má 29 000 zaměstnanců a byla založena v La Crosse ve Wisconsinu dne 1. 1. 1913.
401,google translate,5.0,4.0,"['Trane | foundingDate | 1913-01-01', 'Trane | foundationPlace | La_Crosse,_Wisconsin', 'Trane | numberOfEmployees | 29000']","Trane was founded on January 1, 1913 in La Crosse, Wisconsin with 29,000 current employees.",Společnost Trane byla založena 1. ledna 1913 v La Crosse ve státě Wisconsin s 29 000 současnými zaměstnanci.
402,google translate,5.0,5.0,"['Bolt_(comicsCharacter) | creator | Ernie_Colón', 'Bolt_(comicsCharacter) | creator | Dan_Mishkin']",The character Bolt was created by Ernie Colon and Dan Mishkin.,Postavu Bolta vytvořili Ernie Colon a Dan Mishkin.
403,google translate,5.0,5.0,"['Bolt_(comicsCharacter) | creator | Ernie_Colón', 'Bolt_(comicsCharacter) | creator | Dan_Mishkin']",Ernie Colón and Dan Mishkin are among the creators of the comic character Bolt.,Ernie Colón a Dan Mishkin patří mezi tvůrce komické postavy Bolta.
404,google translate,5.0,5.0,"['Bolt_(comicsCharacter) | creator | Ernie_Colón', 'Bolt_(comicsCharacter) | creator | Dan_Mishkin']",The comic book character Bolt was created by both Dan Mishkin and Ernie Colon.,Komiksovou postavu Bolta vytvořili Dan Mishkin i Ernie Colon.
405,google translate,5.0,5.0,['United_States | leader | Barack_Obama'],Barack Obama is a leader of the United States.,Barack Obama je vůdcem Spojených států.
406,google translate,5.0,5.0,['United_States | leader | Barack_Obama'],Barack Obama is the leader of the United States.,Barack Obama je vůdcem Spojených států.
407,google translate,5.0,5.0,['United_States | leader | Barack_Obama'],Barack Obama is the leader of United States.,Barack Obama je vůdcem Spojených států.
